"site","title","url","all_types","nonobs"
"from-ua.com","У побережья нашли неизвестное науке существо","http://from-ua.com/news/447666-u-poberezhya-nashli-neizvestnoe-nauke-suschestvo.html","Недостовірна новина;Маніпулятивний заголовок;Фейк","Недостовірна новина"
"facenews.ua","Психологи рассказали, от чего Путин почувствовал стыд и наслаждение | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409734/","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"obozrevatel.com","Сотрет с лица земли: климатологи предупредили о бушующих стихиях - новости мир | Обозреватель 11 июня","https://www.obozrevatel.com/abroad/sotret-s-litsa-zemli-klimatologi-predupredili-o-bushuyuschih-stihiyah.htm","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"from-ua.com","Обнаженная голливудская модель показала, как делать это в бассейне","http://from-ua.com/news/447667-obnazhennaya-gollivudskaya-model-pokazala-kak-delat-eto-v-basseine.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"apostrophe.ua","Новости Украины - Донецкий Кадыров: назван еще один кандидат на место главаря ДНР - Апостроф","https://apostrophe.ua/news/society/2018-06-11/donetskiy-kadyirov-nazvan-esche-odin-kandidat-na-mesto-glavarya-dnr/132719","Ненадійне джерело інформації","Ненадійне джерело інформації"
"facenews.ua","В том числе Украина: в России назвали страны, которым грозит новая агрессия Кремля | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409735/","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"fakty.ua","""Чистилище"" ""Миротворца"" пополнил Гоша Куценко - ""ФАКТЫ""","http://fakty.ua/271331-chistilicshe-mirotvorca-popolnil-gosha-kucenko","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"fakty.ua","Сводки ООС: боевики применили артиллерийские системы в районе Новотошковского - ""ФАКТЫ""","http://fakty.ua/271332-svodki-oos-boeviki-primenili-artillerijskie-sistemy-v-rajone-novotoshkovskogo","Недостовірна новина","Недостовірна новина"
"enovosty.com","Идеальный агент Трамп: Путин больше не рвется в ""Большую семерку"" - у него другая цель, - Игорь Эйдман","http://news.enovosty.com/news_abroad/full/1106-idealnyj-agent-tramp-putin-bolshe-ne-rvetsya-v-bolshuyu-semerku-u-nego-drugaya-cel-igor-ejdman","Ненадійне джерело інформації","Ненадійне джерело інформації"
"tsn.ua","Скільки коштує заправити авто на АЗС вранці 11 червня - Гроші - TCH.ua","https://tsn.ua/groshi/skilki-koshtuye-zapraviti-avto-na-azs-vranci-11-chervnya-1169358.html","Недостовірна новина","Недостовірна новина"
"segodnya.ua","Снять квартиру в Киеве - какие районы самые удобные - СЕГОДНЯ","https://kiev.segodnya.ua/kother/goloseevo-akademgorodok-i-svyatoshino-ekspert-nazval-populyarnye-rayony-kieva-dlya-arendy-zhilya-1145038.html","Недостовірна новина","Недостовірна новина"
"unn.com.ua","Гра Легенд: дубль екс-гравця київського ""Динамо"" допоміг команді ФІФА обіграти росіян - новини на УНН | 4 червня 2018, 00:40","http://unn.com.ua/uk/news/1734157-gra-legend-dubl-eks-gravtsya-kiyivskogo-dinamo-dopomig-komandi-fifa-obigrati-rosiyan","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ua","Супрун посоветовала чистить детям зубы, когда они еще не прорезались - Новости на KP.UA","https://kp.ua/life/609623-suprun-posovetovala-chystyt-detiam-zuby-kohda-ony-esche-ne-prorezalys","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Гройсман заговорил об отставке, Антикоррупционный суд, новости Украина, Обозреватель","https://www.obozrevatel.com/politics/est-uslovie-grojsman-zagovoril-ob-otstavke.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","Украина ""задавит"" Россию ""крутым оружием"": Оружие: Наука и техника: Lenta.ru","http://lenta.ru/news/2018/06/04/trash/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Разгром и уничтожение: Кремль готовит новую операцию в Украине, раскрыты детали. Politeka","https://politeka.net/news/politics/662200-razgrom-i-unichtozhenie-kreml-gotovit-novuju-operaciju-v-ukraine-raskryty-detali/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"hvylya.net","Ученые обнаружили дешевый способ борьбы с раком","http://hvylya.net/news/digest/uchenyie-obnaruzhili-deshevyiy-sposob-borbyi-s-rakom.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Войска РФ отработали захват стран Балтии, новости, Обозреватель","https://www.obozrevatel.com/abroad/vojska-rf-otrabotali-zahvat-stran-baltii.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","Це ганьба! Богомолець прокоментувала заяву заступника Супрун - останні новини Україна | Обозреватель 4 червня","https://www.obozrevatel.com/society/tse-ganba-bogomolets-prokomentuvala-zayavu-zastupnika-suprun.htm","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"rbc.ua","В ""Відродженні"" считают, что заявление Линчевского об онкобольных содержит признаки нацизма | РБК Украина","https://www.rbc.ua/rus/news/vidrodzhenni-schitayut-zayavlenie-linchevskogo-1528107587.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"apostrophe.ua","Новости Киева - Выпустили два десятка пуль: вскрылись новые детали покушения на криминального авторитета в Гореничах под Киевом - Апостроф","https://apostrophe.ua/news/society/kiev/2018-06-04/vyipustili-dva-desyatka-pul-vskryilis-novyie-detali-pokusheniya-na-kriminalnogo-avtoriteta-pod-kievom/132057","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"hvylya.net","Медицинская реформа: жителей сел будут лечить по интернету за 14 млрд долларов","http://hvylya.net/news/digest/meditsinskaya-reforma-zhiteley-sel-budut-lechit-po-internetu-za-14-mlrd-dollarov.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Путину передали ""письма солдату""","http://kp.ru/daily/26837.5/3878576/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ua","Журналиста Сущенко приговорили к 12 годам строгого режима, приговор обжалуют - Новости на KP.UA","https://kp.ua/politics/609674-zhurnalysta-suschenko-pryhovoryly-k-12-hodam-strohoho-rezhyma-pryhovor-obzhaluuit","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"112.ua","Что такое Антикоррупционный суд и почему он нужен Украине, а власть не может его создать - 112.ua","http://112.ua/glavnye-novosti/veto-pretknoveniya-parlament-zatyagivaet-sozdanie-antikorrupcionnogo-suda-448312.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Когда дадут горячую воду в Киеве: появились призрачные надежды на разрешение спора двух монополистов. Politeka","https://politeka.net/news/kyiv/662389-kogda-dadut-gorjachuju-vodu-v-kieve-pojavilis-prizrachnye-nadezhdy-na-razreshenie-spora-dvuh-monopolistov/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"newsone.ua","Конфликт Данилюка с Гройсманом - министр финансов объяснил письмо к послам G7 | NEWSONE","http://newsone.ua/news/politics/daniljuk-objasnil-pochemu-pozhalovalsja-na-hrojsmana-poslam-g7.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"apostrophe.ua","Новости Киева - Герой парковки - Не может по-человечески: в сети показали фото наглого героя парковки в Киеве - Апостроф","https://apostrophe.ua/news/society/kiev/2018-06-04/ne-mojet-po-chelovecheski-v-seti-pokazali-foto-naglogo-geroya-parkovki-v-kieve/132098","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"vesti-ukr.com","С Южного моста в Киеве прыгнул человек | ВЕСТИ","http://vesti-ukr.com/kiev/291192-v-kieve-s-juzhnoho-mosta-pryhnul-chelovek","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"apostrophe.ua","Новости - Одиозный российский писатель Лимонов сделал заявление о переделе границ, упомянув Украину - В сети смеются - Апостроф","https://apostrophe.ua/news/society/accidents/2018-06-04/odioznyiy-rossiyskiy-pisatel-sdelal-zayavlenie-o-peredele-granits-upomyanuv-ukrainu-v-seti-smeyutsya/132102","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"gazeta.ua","Новини Києва: 155 років тому народився український архітектор Владислав Городецький | Новини на Gazeta.ua","http://gazeta.ua/articles/kiev-life/_kiyivskij-gaudi-scho-vidomo-pro-najvidomishogo-ukrayinskogo-arhitektora/840551","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"from-ua.com","Жена футболиста украинской сборной взбудоражила пляжными снимками","http://from-ua.com/news/446746-zhena-futbolista-ukrainskoi-sbornoi-vzbudorazhila-plyazhnimi-snimkami.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"podrobnosti.ua","В центре Киеве пылают МАФы (фото) | podrobnosti.ua","http://podrobnosti.ua/2244365-v-tsentre-kieve-pylajut-mafy-foto.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Политические последствия ""дела Бабченко"" - Новости на KP.UA","https://kp.ua/politics/609686-polytycheskye-posledstvyia-dela-babchenko","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"kp.ua","Минздрав предупреждает: от рака все умрут - Новости на KP.UA","https://kp.ua/politics/609688-mynzdrav-preduprezhdaet-ot-raka-vse-umrut","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"unn.com.ua","Ростовські козаки обіцяли не бити чоловіків, що цілуються, на ЧС-2018 - новини на УНН | 4 червня 2018, 17:59","http://unn.com.ua/uk/news/1734300-rostovski-kozaki-obitsyali-ne-biti-cholovikiv-scho-tsiluyutsya-na-chs-2018","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ru","Экс-президент Эстонии пригрозил России потерей Петербурга","http://kp.ru/daily/26834.5/3878711/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"interfax.com.ua","Виновник смертельного ДТП на Набережной в Запорожье - гражданин Армении, суд арестовал его на 2 месяца","http://interfax.com.ua/news/general/509740.html","Достовірна новина;Мова ворожнечі","Мова ворожнечі"
"ukranews.com","Спецназовцы показали детям, как перерезать горло для популяризации армии, - мэр Энергодара | Українські Новини","http://ukranews.com/news/566862-specnazovcy-pokazaly-detyam-kak-pererezat-gorlo-dlya-populyaryzacyy-armyy-mehr-ehnergodara","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Человечеству грозит неизлечимая эпидемия","http://from-ua.com/news/446859-chelovechestvu-grozit-neizlechimaya-epidemiya.html","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями","Маніпулятивний заголовок"
"newsone.ua","Гройсман пообещал уйти в отставку, если ВР не проголосует за создание АКС - Литвин заявил, что он ничем не рискует | NEWSONE","http://newsone.ua/news/society/litvin-o-zajavlenii-hrojsmana-on-nichem-ne-riskuet-vse-eto-khorosho-ponimajut.html","Достовірна новина;Маніпуляції з емоціями;Маніпулятивний заголовок","Маніпуляції з емоціями"
"hvylya.net","Без транша МВФ упадут политические рейтинги Гройсмана, - Найем","http://hvylya.net/news/digest/bez-transha-mvf-upadut-politicheskie-reytingi-groysmana-nayem.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Убийство по-советски: дерзкие покушения на Хрущева, Брежнева и Горбачева. ФОТО","http://from-ua.com/news/446865-ubiistvo-po-sovetski-derzkie-pokusheniya-na-hruscheva-brezhneva-i-gorbacheva-foto.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"znaj.ua","Дорога в пекло: в Пітері машини їдуть крізь вогонь|znaj.ua","http://znaj.ua/world/doroga-v-peklo-v-piteri-mashyny-yidut-kriz-vogon","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"fakty.ua","Савик Шустер озвучил главную цель покушения на Бабченко - ""ФАКТЫ""","http://fakty.ua/270638-savik-shuster-ozvuchil-glavnuyu-cel-pokusheniya-na-babchenko","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Цеглини на голову падають: лікарня перетворилася на найнебезпечніше місце для дітей|znaj.ua","http://znaj.ua/society/ceglyny-na-golovu-padayut-likarnya-peretvorylasya-v-najnebezpechnishe-misce-dlya-ditej","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Украинский турист ушел из жизни на Кипре при загадочных обстоятельствах: подробности. Politeka","https://politeka.net/news/society/662591-ukrainskij-turist-ushel-iz-zhizni-na-kipre-pri-zagadochnyh-obstojatelstvah-podrobnosti/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Потасовка с иностранцами в Киеве: первые подробности и кадры беспредела. Politeka","https://politeka.net/news/incidents/662734-potasovka-s-inostrancami-v-kieve-pervye-podrobnosti-i-kadry-bespredela/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"facenews.ua","В Киеве заявили, что Донецк уходит под землю | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/408948/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Підтримка вищих сил: годинник янгола-охоронця на червень 2018 року","http://from-ua.com/news/446884-pidtrimka-vischih-sil-godinnik-yangola-ohoroncya-na-cherven-2018-roku.html","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями","Маніпулятивний заголовок"
"kp.ru","Владимир Путин: Если я отдыхаю, то не считаю необходимым прятаться за кустами","http://kp.ru/daily/26837/3878790/","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"strana.ua","Ростовские казаки пообещали не бить геев нагайками во время ЧМ-2018","http://strana.ua/news/144775-kazaki-poobeshchali-ne-bit-bolelshchikov-na-chempionate-mira-v-rostove-na-donu-.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","Месси потролил хейтеров и снялся в стильной рекламе с козлами. Фото","http://strana.ua/news/144855-futbol-messi-snjalsja-v-reklame-buts-s-kozlami-goat.html","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"strana.ua","Застрелился режиссер, снимавший фильмы об атошниках. Что о нем известно","http://strana.ua/news/144891-leonid-kanter-chto-izvestno-ob-ukrainskom-rezhissere-pokonchivshem-s-soboj.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"zik.ua","Україні дали важливу пораду щодо розвитку країни","http://zik.ua/news/2018/06/05/ukraini_daly_vazhlyvu_poradu_shchodo_rozvytku_krainy_1338605","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Мавпа огидна або тигриця фатальна? Еротичне фото Лорак розділило фанів","http://from-ua.com/news/446890-mavpa-ogidna-abo-tigricya-fatalna-erotichne-foto-lorak-rozdililo-faniv.html","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"obozrevatel.com","Вытесним Россию: выяснились оружейные планы Украины - новости Украина | Обозреватель","https://www.obozrevatel.com/crime/vyitesnim-rossiyu-vyiyasnilis-oruzhejnyie-planyi-ukrainyi.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","Свадебные наряды лесбиянок посеяли раздор в сети: Coцсети: Интернет и СМИ: Lenta.ru","http://lenta.ru/news/2018/06/05/lesbi_wedding/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"ria.ru","Министр финансов Японии не намерен уходить в отставку из-за скандала - РИА Новости, 05.06.2018","http://ria.ru/world/20180605/1522059853.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"from-ua.com","Марсиане подают знак: космический ровер заснял загадочный предмет","http://from-ua.com/news/446897-marsiane-podayut-znak-kosmicheskii-rover-zasnyal-zagadochnii-predmet.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","Путин по-немецки попросил журналиста его не перебивать: ТВ и радио: Интернет и СМИ: Lenta.ru","http://lenta.ru/news/2018/06/05/perebivat/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"facenews.ua","Найдена загадочная точка, в которой постоянно меняется магнитное поле Земли | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/408983/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"kp.ru","Геннадий Онищенко: ""От заявлений политиков белорусское молоко не киснет""","http://kp.ru/daily/26834/3878890/","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"glavcom.ua","У Ляшка переконують, що ""дужі чоловіки"" хочуть бачити його президентом - Главком","http://glavcom.ua/news/u-lyashka-perekonuyut-shcho-duzhi-choloviki-hochut-bachiti-yogo-prezidentom--502789.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Іноземний легіон йде в атаку: французькі війська вступили у війну|znaj.ua","http://znaj.ua/world/inozemnyj-legion-jde-v-ataku-francuzki-vijska-vstupyly-u-vijnu","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"lenta.ru","Бабченко запретил украинскому изданию публиковать свои тексты: Интернет: Интернет и СМИ: Lenta.ru","http://lenta.ru/news/2018/06/05/nelzya/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"vesti-ukr.com","ЛГБТ в Украине - что думают о гомосексуалах и гей-параде украинцы | ВЕСТИ","http://vesti-ukr.com/strana/291221-5-neudobnykh-voprosov-ob-lhbt","Достовірна новина;Маніпуляції з емоціями;Мова ворожнечі","Маніпуляції з емоціями"
"hvylya.net","Украинские села превратятся в необитаемые острова","http://hvylya.net/news/digest/ukrainskie-sela-prevratyatsya-v-neobitaemyie-ostrova.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"expres.ua","Заступнику Супрун дістанеться ""на горіхи"" від Гройсмана, впевнений речник прем'єра | Експрес - онлайн","http://expres.ua/news/2018/06/05/297060-zastupnyku-suprun-distanetsya-gorihy-groysmana-vpevnenyy-rechnyk-premyera","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"vesti.ru","На Украине похвастались устроенной в Крыму засухой","http://vesti.ru/doc.html?id=3024845&cid=7","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Маніпулятивний заголовок"
"expres.ua","У київському магазині помітили двох нахабних і культурних злодійок (фото) | Експрес - онлайн","http://expres.ua/news/2018/06/05/297059-kyyivskomu-magazyni-pomityly-dvoh-nahabnyh-kulturnyh-zlodiyok-foto","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"ukranews.com","Результаты ВНО по английскому языку под угрозой срыва | Українські Новини","http://ukranews.com/news/566933-rezultaty-vno-po-anglyyskomu-yazyku-pod-ugrozoy-sryva","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"hvylya.net","Ученые объяснили существование сверхъестественных сил","http://hvylya.net/news/digest/uchenyie-obyasnili-sushhestvovanie-sverhestestvennyih-sil.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"from-ua.com","Обереги для дома и их значение","http://from-ua.com/news/446913-oberegi-dlya-doma-i-ih-znachenie.html","Ненадійне джерело інформації;Маніпуляції з емоціями","Маніпуляції з емоціями"
"gazeta.ua","Смертельна ДТП на Одещині: маршрутка зіштовхнулася з вантажним бусом | Новини на Gazeta.ua","http://gazeta.ua/articles/np/_se-odna-smertelna-dtp-na-trasi-marshrutka-zishtovhnulasya-z-vantazhnim-busom/840670","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Погода на 5 червня: українцям доведеться трохи помучитися|znaj.ua","http://znaj.ua/society/pogoda-na-5-chervnya-ukrayincyam-dovedetsya-trohy-pomuchytysya","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"newsone.ua","Брат Георгия Гонгадзе погиб на Донбассе | NEWSONE","http://newsone.ua/news/society/na-donbasse-pohib-22-letnij-brat-heorhija-honhadze.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","В деле по убийству Бузины заменили одного из судей","http://strana.ua/news/144812-v-dele-buziny-zamenili-odnoho-iz-sudej.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"segodnya.ua","Абитуриенты жалуются на аудирование на ВНО по английскому языку - СЕГОДНЯ","http://segodnya.ua/ukraine/vno-po-angliyskomu-pod-ugrozoy-sryva-1143981.html","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"zik.ua","Тимчук: Росія не пускає на ЧС-2018 голоту з ""ЛНР-ДНР"", бо це лише гарматне м’ясо Кремля","http://zik.ua/news/2018/06/05/tymchuk_rosiya_ne_puskaie_na_chs2018_golotu_z_lnrdnr_bo_tse_lyshe_garmatne_1338831","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","Кровавое ДТП в Харькове. Брата Зайцевой остановили пьяным за рулем","http://strana.ua/news/144781-brata-fihurantki-kharkovskoho-dtp-ostanovili-pjanym-za-rulem.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"censor.net","""Стильно. Модно. По-русски"": в Ульяновске похоронное бюро замостило тротуар обломками надгробий. ФОТО","https://censor.net.ua/photo_news/3069769/stilno_modno_porusski_v_ulyanovske_pohoronnoe_byuro_zamostilo_trotuar_oblomkami_nadgrobiyi_foto","Достовірна новина;Маніпулятивний заголовок;Мова ворожнечі","Маніпулятивний заголовок"
"kp.ua","Ницой пошла в СБУ по ""списку Бабченко"", а попала к ""русскоговорящим агентам Кремля"" - Новости на KP.UA","https://kp.ua/politics/609750-nytsoi-poshla-v-sbu-po-spysku-babchenko-a-popala-k-russkohovoriaschym-ahentam-kremlia","Достовірна новина;Мова ворожнечі","Мова ворожнечі"
"znaj.ua","Не закривайте мені рота: скандальні зізнання Путіна шокували світ|znaj.ua","http://znaj.ua/world/ne-zakryvajte-meni-rota-skandalni-ziznannya-putina-shokuvaly-svit","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"hvylya.net","Создана вакцина, защищающая от трети штаммов ВИЧ","http://hvylya.net/news/digest/sozdana-vaktsina-zashhishhayushhaya-ot-treti-shtammov-vich.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","В Раде нашли тайную кнопку для голосования. Фотофакт - новости Киев - фото | Кияни Обозреватель 5 июня","https://www.obozrevatel.com/kiyany/tajnaya-knopka.htm","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"ukranews.com","""Облагородили территорию"": российское похоронное бюро ""проложило тротуар"" из надгробий | Українські Новини","http://ukranews.com/news/566959-oblagorodyly-terrytoryyu-rossyyskoe-pokhoronnoe-byuro-prolozhylo-trotuar-yz-nadgrobyy","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"obozrevatel.com","В Киеве скоро обвалится мост? У Кличко рассказали о проблеме - новости Киев - фото | Кияни Обозреватель","https://www.obozrevatel.com/kiyany/mostu-metro-grozit-obval-poyavilas-reaktsiya-kgga.htm","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"telegraf.com.ua","Создатель: В Киеве мост Метро может рухнуть в любой момент - Новости в регионах Украины - Новости Телеграф 5 июня","https://telegraf.com.ua/ukraina/mestnyiy/4097808-sozdatel-v-kieve-most-metro-mozhet-ruhnut-v-lyuboy-moment.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Наград такого уровня еще не получали: как украинка прославила страну. Politeka","https://politeka.net/news/society/662880-nagrad-takogo-urovnja-eshhe-ne-poluchali-kak-ukrainka-proslavila-stranu/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"focus.ua","Мост Метро в Киеве может рухнуть в любой момент, - автор проекта - ФОКУС","https://focus.ua/country/399101/","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Отставка Гройсмана: раскрыта настоящая причина, премьер испугался ответственности. Politeka","https://politeka.net/news/politics/663169-otstavka-grojsmana-raskryta-nastojashhaja-prichina-premer-ispugalsja-otvetstvennosti/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","В Киеве нигериец на джипе и без документов разгромил полицейскую ""Шкоду""","http://strana.ua/news/144829-v-kieve-rano-utrom-vo-vtornik-niheriets-za-rulem-dzhipa-protaranil-politsejskij-avtomobil-.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"hvylya.net","Предсказана неминуемая гибель инопланетных цивилизаций","http://hvylya.net/news/digest/predskazana-neminuemaya-gibel-inoplanetnyih-tsivilizatsiy.html","Недостовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","""Страна"" публикует ""расстрельный список"" из 47 журналистов и блогеров","http://strana.ua/news/144846-spisok-47-zhurnalistov-i-bloherov-ekskljuziv-strany-dokument.html","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"from-ua.com","Охрименко объяснил, кому в Украине придется забыть о субсидиях","http://from-ua.com/news/447099-ohrimenko-obyasnil-komu-v-ukraine-pridetsya-zabit-o-subsidiyah.html","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"lenta.ru","Журналист протестировал еду ""на случай конца света"" и пожалел: Пресса: Интернет и СМИ: Lenta.ru","http://lenta.ru/news/2018/06/05/apocalypse_food/","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"ukranews.com","СМИ опубликовали список из 47 журналистов и блогеров, которым угрожает смерть, Бабченко в нем нет | Українські Новини","http://ukranews.com/news/566988-smy-opublykovaly-spysok-yz-47-zhurnalystov-y-blogerov-kotorym-ugrozhaet-smert-babchenko-v-nem-net","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"hronika.info","Бритни Спирс порадовала свежим фото","http://hronika.info/kultura/323181-britni-spirs-poradovala-svezhim-foto.html","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"podrobnosti.ua","Известного украинского режиссера нашли с простреленной головой | podrobnosti.ua","http://podrobnosti.ua/2244538-izvestnogo-ukrainskogo-rezhissera-nashli-s-prostrelennoj-golovoj.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"focus.ua","В Киеве пьяный нигериец на джипе разгромил полицейский автомобиль - ФОКУС","https://focus.ua/country/399112/","Достовірна новина;Мова ворожнечі","Мова ворожнечі"
